Local time,Open_eurusd,High_eurusd,Low_eurusd,Close_eurusd,Volume_eurusd,Inflation_Rate_EU,Inflation_Rate_USA,Interest_Rate_EU,Interest_Rate_GER,Funds_Rate_FED,Close_S&P500,Close_DAX
08.02.2021 00:00:00.000 GMT+0200,1.20375,1.2066,1.20196,1.20482,1.18E+11,0.9,1.3,0.18,-0.45,0.07,4151.375,14059.91016
09.02.2021 00:00:00.000 GMT+0200,1.20479,1.21218,1.20469,1.21172,1.34E+11,0.9,1.3,0.18,-0.45,0.08,4224.09,14011.79981
10.02.2021 00:00:00.000 GMT+0200,1.21168,1.2144,1.21088,1.21172,1.31E+11,0.9,1.3,0.18,-0.45,0.08,4223.415,13932.96973
11.02.2021 00:00:00.000 GMT+0200,1.21172,1.21494,1.21134,1.21303,88250549393,0.9,1.3,0.18,-0.45,0.08,4273.515,14040.91016
12.02.2021 00:00:00.000 GMT+0200,1.21303,1.2135,1.20815,1.21177,83077429840,0.9,1.3,0.18,-0.45,0.08,4255.965,14049.88965
13.02.2021 00:00:00.000 GMT+0200,1.21177,1.21177,1.21177,1.21177,0,0.9,1.3,0.18,-0.45,0.08,4577.1,14049.88965
14.02.2021 00:00:00.000 GMT+0200,1.21177,1.21177,1.21177,1.21177,0,0.9,1.3,0.18,-0.45,0.08,4577.1,14049.88965
15.02.2021 00:00:00.000 GMT+0200,1.21244,1.21451,1.21167,1.21274,68552619629,0.9,1.3,0.18,-0.45,0.08,3934.83,14109.48047
16.02.2021 00:00:00.000 GMT+0200,1.21269,1.21693,1.20949,1.21053,1.19E+11,0.9,1.3,0.18,-0.45,0.08,3932.59,14064.59961
17.02.2021 00:00:00.000 GMT+0200,1.21047,1.2109,1.20232,1.20372,1.31E+11,0.9,1.3,0.18,-0.45,0.08,3931.33,13909.26953
18.02.2021 00:00:00.000 GMT+0200,1.20333,1.20945,1.2033,1.20908,1.18E+11,0.9,1.3,0.18,-0.45,0.07,3913.97,13886.92969
19.02.2021 00:00:00.000 GMT+0200,1.20908,1.21444,1.20823,1.21167,1.21E+11,0.9,1.3,0.18,-0.45,0.07,3906.71,13993.23047
20.02.2021 00:00:00.000 GMT+0200,1.21167,1.21167,1.21167,1.21167,0,0.9,1.3,0.18,-0.45,0.07,3906.71,13993.23047
21.02.2021 00:00:00.000 GMT+0200,1.21167,1.21167,1.21167,1.21167,0,0.9,1.3,0.18,-0.45,0.07,3906.71,13993.23047
22.02.2021 00:00:00.000 GMT+0200,1.21151,1.21693,1.20911,1.21551,1.36E+11,0.9,1.3,0.18,-0.45,0.07,3876.5,13950.04004
23.02.2021 00:00:00.000 GMT+0200,1.21551,1.21801,1.21353,1.21493,1.24E+11,0.9,1.3,0.18,-0.45,0.07,3881.37,13864.80957
24.02.2021 00:00:00.000 GMT+0200,1.21493,1.21745,1.21092,1.21664,1.60E+11,0.9,1.3,0.18,-0.45,0.07,3925.43,13976
25.02.2021 00:00:00.000 GMT+0200,1.2163,1.22433,1.21559,1.2174,2.33E+11,0.9,1.3,0.18,-0.45,0.07,3829.34,13879.33008
26.02.2021 00:00:00.000 GMT+0200,1.21718,1.21841,1.20621,1.20704,3.12E+11,0.9,1.3,0.18,-0.45,0.07,3811.15,13786.29004
27.02.2021 00:00:00.000 GMT+0200,1.20704,1.20704,1.20704,1.20704,0,0.9,1.3,0.18,-0.45,0.07,3811.15,13786.29004
28.02.2021 00:00:00.000 GMT+0200,1.20704,1.20704,1.20704,1.20704,0,0.9,1.3,0.18,-0.45,0.07,3811.15,13786.29004
01.03.2021 00:00:00.000 GMT+0200,1.20702,1.21011,1.20276,1.20488,1.58E+11,1.3,1.6,0.31,-0.36,0.07,3856.485,14012.82031
02.03.2021 00:00:00.000 GMT+0200,1.20488,1.20943,1.19916,1.20898,1.63E+11,1.3,1.6,0.31,-0.36,0.07,3850.23,14039.79981
03.03.2021 00:00:00.000 GMT+0200,1.20893,1.21132,1.20427,1.20627,1.82E+11,1.3,1.6,0.31,-0.36,0.07,3819.72,14080.03027
04.03.2021 00:00:00.000 GMT+0200,1.20627,1.20666,1.19615,1.19692,2.15E+11,1.3,1.6,0.31,-0.36,0.07,3794.095,14056.33984
05.03.2021 00:00:00.000 GMT+0200,1.19679,1.19777,1.18932,1.19128,2.47E+11,1.3,1.6,0.31,-0.36,0.07,4017.3,13920.69043
06.03.2021 00:00:00.000 GMT+0200,1.19128,1.19128,1.19128,1.19128,0,1.3,1.6,0.31,-0.36,0.07,4192.85,13920.69043
07.03.2021 00:00:00.000 GMT+0200,1.19128,1.19128,1.19128,1.19128,0,1.3,1.6,0.31,-0.36,0.07,4192.85,13920.69043
08.03.2021 00:00:00.000 GMT+0200,1.19177,1.19321,1.18442,1.1846,1.89E+11,1.3,1.6,0.31,-0.36,0.07,4122.25,14380.91016
09.03.2021 00:00:00.000 GMT+0200,1.1846,1.19156,1.18355,1.19001,1.68E+11,1.3,1.6,0.31,-0.36,0.07,4205.435,14437.94043
10.03.2021 00:00:00.000 GMT+0200,1.19001,1.19296,1.18688,1.19284,1.54E+11,1.3,1.6,0.31,-0.36,0.07,4217.12,14540.25
11.03.2021 00:00:00.000 GMT+0200,1.19283,1.19899,1.19156,1.19844,1.54E+11,1.3,1.6,0.31,-0.36,0.07,4299.955,14569.38965
12.03.2021 00:00:00.000 GMT+0200,1.19842,1.19884,1.19099,1.19476,1.55E+11,1.3,1.6,0.31,-0.36,0.07,4240.885,14502.38965
13.03.2021 00:00:00.000 GMT+0200,1.19476,1.19476,1.19476,1.19476,0,1.3,1.6,0.31,-0.36,0.07,4538.43,14502.38965
14.03.2021 00:00:00.000 GMT+0200,1.19476,1.19476,1.19476,1.19476,0,1.3,1.6,0.31,-0.36,0.07,4538.43,14502.38965
14.03.2021 23:00:00.000 GMT+0200,1.19451,1.19674,1.1911,1.19286,1.24E+11,1.3,1.6,0.31,-0.36,0.07,3968.94,14461.41992
15.03.2021 23:00:00.000 GMT+0200,1.19277,1.19518,1.18819,1.19017,1.29E+11,1.3,1.6,0.31,-0.36,0.07,3962.71,14557.58008
16.03.2021 23:00:00.000 GMT+0200,1.19016,1.19855,1.18861,1.19779,1.36E+11,1.3,1.6,0.31,-0.36,0.07,3974.12,14596.61035
17.03.2021 23:00:00.000 GMT+0200,1.19774,1.19888,1.19061,1.19132,1.80E+11,1.3,1.6,0.31,-0.36,0.07,3915.46,14775.51953
18.03.2021 23:00:00.000 GMT+0200,1.19134,1.19371,1.18738,1.19031,1.39E+11,1.3,1.6,0.31,-0.36,0.07,3913.1,14621
19.03.2021 23:00:00.000 GMT+0200,1.19031,1.19031,1.19031,1.19031,0,1.3,1.6,0.31,-0.36,0.07,3913.1,14621
20.03.2021 23:00:00.000 GMT+0200,1.19031,1.19031,1.19031,1.19031,0,1.3,1.6,0.31,-0.36,0.07,3913.1,14621
21.03.2021 23:00:00.000 GMT+0200,1.18712,1.19468,1.18708,1.19323,1.18E+11,1.3,1.6,0.31,-0.36,0.07,3940.59,14657.20996
22.03.2021 23:00:00.000 GMT+0200,1.19323,1.19407,1.18421,1.18492,1.22E+11,1.3,1.6,0.31,-0.36,0.07,3910.52,14662.01953
23.03.2021 23:00:00.000 GMT+0200,1.18492,1.1853,1.18095,1.1812,1.28E+11,1.3,1.6,0.31,-0.36,0.07,3889.14,14610.38965
24.03.2021 23:00:00.000 GMT+0200,1.18122,1.18277,1.17617,1.17635,1.36E+11,1.3,1.6,0.31,-0.36,0.07,3909.52,14621.36035
25.03.2021 23:00:00.000 GMT+0200,1.17636,1.18049,1.17633,1.17918,98593637451,1.3,1.6,0.31,-0.36,0.07,3974.54,14748.94043
26.03.2021 23:00:00.000 GMT+0200,1.17918,1.17918,1.17918,1.17918,0,1.3,1.6,0.31,-0.36,0.07,3974.54,14748.94043
27.03.2021 23:00:00.000 GMT+0200,1.17918,1.17918,1.17918,1.17918,0,1.3,1.6,0.31,-0.36,0.07,3974.54,14748.94043
29.03.2021 00:00:00.000 GMT+0300,1.17917,1.17939,1.17606,1.17642,1.09E+11,1.3,1.6,0.31,-0.36,0.07,3971.09,14817.71973
30.03.2021 00:00:00.000 GMT+0300,1.1764,1.17737,1.17112,1.17169,1.02E+11,1.3,1.6,0.31,-0.36,0.07,3958.55,15008.61035
31.03.2021 00:00:00.000 GMT+0300,1.17168,1.17598,1.1704,1.17298,1.08E+11,1.3,1.6,0.31,-0.36,0.06,3972.89,15008.33984
01.04.2021 00:00:00.000 GMT+0300,1.17298,1.17799,1.17125,1.17759,1.01E+11,1.6,3,0.35,-0.33,0.07,3860.26,15107.16992
02.04.2021 00:00:00.000 GMT+0300,1.17759,1.17866,1.1749,1.17603,73526583252,1.6,3,0.35,-0.33,0.07,3945.805,15107.16992
03.04.2021 00:00:00.000 GMT+0300,1.17603,1.17603,1.17603,1.17603,0,1.6,3,0.35,-0.33,0.07,3768.47,15107.16992
04.04.2021 00:00:00.000 GMT+0300,1.17603,1.17603,1.17603,1.17603,0,1.6,3,0.35,-0.33,0.07,3768.47,15107.16992
05.04.2021 00:00:00.000 GMT+0300,1.17544,1.18194,1.17379,1.18125,64177845093,1.6,3,0.35,-0.33,0.07,4121.285,15107.16992
06.04.2021 00:00:00.000 GMT+0300,1.18125,1.18776,1.17951,1.1874,92381351929,1.6,3,0.35,-0.33,0.07,4151.915,15212.67969
07.04.2021 00:00:00.000 GMT+0300,1.1874,1.19147,1.18608,1.18657,93691969574,1.6,3,0.35,-0.33,0.07,4154.92,15176.36035
08.04.2021 00:00:00.000 GMT+0300,1.18657,1.19274,1.18609,1.19124,88048428513,1.6,3,0.35,-0.33,0.07,4249.915,15202.67969
09.04.2021 00:00:00.000 GMT+0300,1.19121,1.19201,1.18669,1.18977,86552717590,1.6,3,0.35,-0.33,0.07,4265.73,15234.16016
10.04.2021 00:00:00.000 GMT+0300,1.18977,1.18977,1.18977,1.18977,0,1.6,3,0.35,-0.33,0.07,4300.46,15234.16016
11.04.2021 00:00:00.000 GMT+0300,1.18977,1.18977,1.18977,1.18977,0,1.6,3,0.35,-0.33,0.07,4680.06,15234.16016
12.04.2021 00:00:00.000 GMT+0300,1.18903,1.1919,1.1871,1.19099,80081149719,1.6,3,0.35,-0.33,0.07,4404.025,15215
13.04.2021 00:00:00.000 GMT+0300,1.19098,1.19557,1.18776,1.19474,99223638977,1.6,3,0.35,-0.33,0.07,4141.59,15234.36035
14.04.2021 00:00:00.000 GMT+0300,1.19473,1.19872,1.1947,1.19784,94252054871,1.6,3,0.35,-0.33,0.07,4124.66,15209.15039
15.04.2021 00:00:00.000 GMT+0300,1.19781,1.19932,1.1956,1.19655,88577894623,1.6,3,0.35,-0.33,0.07,4170.42,15255.33008
16.04.2021 00:00:00.000 GMT+0300,1.1963,1.19946,1.19503,1.19805,78344860168,1.6,3,0.35,-0.33,0.07,4185.47,15459.75
17.04.2021 00:00:00.000 GMT+0300,1.19805,1.19805,1.19805,1.19805,0,1.6,3,0.35,-0.33,0.07,4185.47,15459.75
18.04.2021 00:00:00.000 GMT+0300,1.19805,1.19805,1.19805,1.19805,0,1.6,3,0.35,-0.33,0.07,4185.47,15459.75
19.04.2021 00:00:00.000 GMT+0300,1.19722,1.2048,1.19424,1.20367,97787945374,1.6,3,0.35,-0.33,0.07,4163.26,15368.38965
20.04.2021 00:00:00.000 GMT+0300,1.20363,1.20797,1.20224,1.20342,98215718018,1.6,3,0.35,-0.33,0.07,4134.94,15129.50977
21.04.2021 00:00:00.000 GMT+0300,1.20337,1.20436,1.19985,1.20343,86370668823,1.6,3,0.35,-0.33,0.07,4173.42,15195.96973
22.04.2021 00:00:00.000 GMT+0300,1.20344,1.20694,1.19936,1.20139,1.06E+11,1.6,3,0.35,-0.33,0.07,4134.98,15320.51953
23.04.2021 00:00:00.000 GMT+0300,1.20138,1.20999,1.20127,1.20938,82121870239,1.6,3,0.35,-0.33,0.07,4180.17,15279.62012
24.04.2021 00:00:00.000 GMT+0300,1.20938,1.20938,1.20938,1.20938,0,1.6,3,0.35,-0.33,0.07,4180.17,15279.62012
25.04.2021 00:00:00.000 GMT+0300,1.20938,1.20938,1.20938,1.20938,0,1.6,3,0.35,-0.33,0.07,4180.17,15279.62012
26.04.2021 00:00:00.000 GMT+0300,1.20913,1.21167,1.20608,1.20838,81695900879,1.6,3,0.35,-0.33,0.07,4187.62,15296.33984
27.04.2021 00:00:00.000 GMT+0300,1.20854,1.20926,1.20567,1.20891,81304095337,1.6,3,0.35,-0.33,0.07,4186.72,15249.26953
28.04.2021 00:00:00.000 GMT+0300,1.20891,1.21347,1.2056,1.21242,1.05E+11,1.6,3,0.35,-0.33,0.07,4183.18,15292.17969
29.04.2021 00:00:00.000 GMT+0300,1.2124,1.21498,1.21021,1.21182,99413842133,1.6,3,0.35,-0.33,0.06,4211.47,15154.2002
30.04.2021 00:00:00.000 GMT+0300,1.21173,1.21265,1.20165,1.20169,1.00E+11,1.6,3,0.35,-0.33,0.05,4181.17,15135.91016
01.05.2021 00:00:00.000 GMT+0300,1.20169,1.20169,1.20169,1.20169,0,2,3.8,0.48,-0.22,0.05,3726.86,15135.91016
02.05.2021 00:00:00.000 GMT+0300,1.20169,1.20169,1.20169,1.20169,0,2,3.8,0.48,-0.22,0.05,3886.83,15135.91016
03.05.2021 00:00:00.000 GMT+0300,1.20309,1.2076,1.2013,1.20627,81555554016,2,3.8,0.48,-0.22,0.06,4017.3,15236.46973
04.05.2021 00:00:00.000 GMT+0300,1.20627,1.20649,1.19989,1.20116,1.08E+11,2,3.8,0.48,-0.22,0.06,4121.285,14856.48047
05.05.2021 00:00:00.000 GMT+0300,1.20106,1.20265,1.19859,1.20036,84306594116,2,3.8,0.48,-0.22,0.06,4167.59,15170.78027
06.05.2021 00:00:00.000 GMT+0300,1.20036,1.20716,1.19929,1.20645,94023418900,2,3.8,0.48,-0.22,0.06,4184.605,15196.74023
07.05.2021 00:00:00.000 GMT+0300,1.20647,1.21713,1.20527,1.21615,1.31E+11,2,3.8,0.48,-0.22,0.06,4292.47,15399.65039
08.05.2021 00:00:00.000 GMT+0300,1.21615,1.21615,1.21615,1.21615,0,2,3.8,0.48,-0.22,0.06,4429.1,15399.65039
09.05.2021 00:00:00.000 GMT+0300,1.21615,1.21615,1.21615,1.21615,0,2,3.8,0.48,-0.22,0.06,4429.1,15399.65039
10.05.2021 00:00:00.000 GMT+0300,1.21601,1.21782,1.21276,1.21282,1.02E+11,2,3.8,0.48,-0.22,0.06,4267.075,15400.41016
11.05.2021 00:00:00.000 GMT+0300,1.21281,1.21815,1.2123,1.21467,1.04E+11,2,3.8,0.48,-0.22,0.06,4424.815,15119.75
12.05.2021 00:00:00.000 GMT+0300,1.21467,1.2152,1.20655,1.20705,1.64E+11,2,3.8,0.48,-0.22,0.06,4380.285,15150.21973
13.05.2021 00:00:00.000 GMT+0300,1.20724,1.2106,1.20514,1.20791,1.24E+11,2,3.8,0.48,-0.22,0.06,4112.5,15199.67969
14.05.2021 00:00:00.000 GMT+0300,1.20787,1.21477,1.20708,1.2142,1.00E+11,2,3.8,0.48,-0.22,0.06,4173.85,15416.63965
15.05.2021 00:00:00.000 GMT+0300,1.2142,1.2142,1.2142,1.2142,0,2,3.8,0.48,-0.22,0.06,4173.85,15416.63965
16.05.2021 00:00:00.000 GMT+0300,1.2142,1.2142,1.2142,1.2142,0,2,3.8,0.48,-0.22,0.06,4173.85,15416.63965
17.05.2021 00:00:00.000 GMT+0300,1.2145,1.21687,1.21259,1.21513,81143859802,2,3.8,0.48,-0.22,0.06,4163.29,15396.62012
18.05.2021 00:00:00.000 GMT+0300,1.21514,1.22339,1.21489,1.22219,95882065369,2,3.8,0.48,-0.22,0.06,4127.83,15386.58008
19.05.2021 00:00:00.000 GMT+0300,1.22219,1.22451,1.21598,1.21744,1.21E+11,2,3.8,0.48,-0.22,0.06,4115.68,15113.55957
20.05.2021 00:00:00.000 GMT+0300,1.21744,1.2229,1.21689,1.22268,91675644531,2,3.8,0.48,-0.22,0.06,4159.12,15370.25977
21.05.2021 00:00:00.000 GMT+0300,1.2227,1.22396,1.21607,1.21778,97878350647,2,3.8,0.48,-0.22,0.06,4155.86,15437.50977
22.05.2021 00:00:00.000 GMT+0300,1.21778,1.21778,1.21778,1.21778,0,2,3.8,0.48,-0.22,0.06,4155.86,15437.50977
23.05.2021 00:00:00.000 GMT+0300,1.21778,1.21778,1.21778,1.21778,0,2,3.8,0.48,-0.22,0.06,4155.86,15437.50977
24.05.2021 00:00:00.000 GMT+0300,1.21778,1.22298,1.21722,1.22151,81771064697,2,3.8,0.48,-0.22,0.06,4197.05,15437.50977
25.05.2021 00:00:00.000 GMT+0300,1.22146,1.22664,1.22113,1.22497,96261135315,2,3.8,0.48,-0.22,0.06,4188.13,15465.08984
26.05.2021 00:00:00.000 GMT+0300,1.22481,1.22629,1.2182,1.21922,89787150513,2,3.8,0.48,-0.22,0.06,4195.99,15450.71973
27.05.2021 00:00:00.000 GMT+0300,1.21906,1.22149,1.21751,1.2193,88415379761,2,3.8,0.48,-0.22,0.06,4200.88,15406.73047
28.05.2021 00:00:00.000 GMT+0300,1.21932,1.22048,1.21325,1.21905,98112819275,2,3.8,0.48,-0.22,0.05,4204.11,15519.98047
29.05.2021 00:00:00.000 GMT+0300,1.21905,1.21905,1.21905,1.21905,0,2,3.8,0.48,-0.22,0.05,4204.11,15519.98047
30.05.2021 00:00:00.000 GMT+0300,1.21905,1.21905,1.21905,1.21905,0,2,3.8,0.48,-0.22,0.05,4204.11,15519.98047
31.05.2021 00:00:00.000 GMT+0300,1.2199,1.22312,1.21832,1.22243,58683275391,2,3.8,0.48,-0.22,0.05,4204.11,15421.12988
01.06.2021 00:00:00.000 GMT+0300,1.22243,1.22542,1.22116,1.22126,81562209503,1.9,4.5,0.42,-0.29,0.06,3975.09,15567.36035
02.06.2021 00:00:00.000 GMT+0300,1.22125,1.22265,1.2164,1.221,77832364868,1.9,4.5,0.42,-0.29,0.06,3978.13,15602.70996
03.06.2021 00:00:00.000 GMT+0300,1.22097,1.22141,1.21181,1.21265,97226546570,1.9,4.5,0.42,-0.29,0.06,3970.495,15632.66992
04.06.2021 00:00:00.000 GMT+0300,1.21261,1.21856,1.21039,1.21644,94617036011,1.9,4.5,0.42,-0.29,0.06,4151.915,15692.90039
05.06.2021 00:00:00.000 GMT+0300,1.21644,1.21644,1.21644,1.21644,0,1.9,4.5,0.42,-0.29,0.06,4201.62,15692.90039
06.06.2021 00:00:00.000 GMT+0300,1.21644,1.21644,1.21644,1.21644,0,1.9,4.5,0.42,-0.29,0.06,4201.62,15692.90039
07.06.2021 00:00:00.000 GMT+0300,1.21601,1.22017,1.21448,1.21893,56558239594,1.9,4.5,0.42,-0.29,0.06,4285.03,15677.15039
08.06.2021 00:00:00.000 GMT+0300,1.21892,1.21941,1.21642,1.21726,77182252136,1.9,4.5,0.42,-0.29,0.06,4331.89,15640.59961
09.06.2021 00:00:00.000 GMT+0300,1.21725,1.22179,1.21711,1.21775,53462343781,1.9,4.5,0.42,-0.29,0.06,4377.49,15581.13965
10.06.2021 00:00:00.000 GMT+0300,1.21774,1.21945,1.21433,1.21751,1.13E+11,1.9,4.5,0.42,-0.29,0.06,4301.365,15571.21973
11.06.2021 00:00:00.000 GMT+0300,1.21751,1.21929,1.20925,1.21072,79121179504,1.9,4.5,0.42,-0.29,0.06,4305.495,15693.26953
12.06.2021 00:00:00.000 GMT+0300,1.21072,1.21072,1.21072,1.21072,0,1.9,4.5,0.42,-0.29,0.06,4591.67,15693.26953
13.06.2021 00:00:00.000 GMT+0300,1.21072,1.21072,1.21072,1.21072,0,1.9,4.5,0.42,-0.29,0.06,4591.67,15693.26953
14.06.2021 00:00:00.000 GMT+0300,1.21045,1.21305,1.20942,1.21195,56891260193,1.9,4.5,0.42,-0.29,0.06,4255.15,15673.63965
15.06.2021 00:00:00.000 GMT+0300,1.21191,1.21473,1.21013,1.21261,70505844879,1.9,4.5,0.42,-0.29,0.06,4246.59,15729.51953
16.06.2021 00:00:00.000 GMT+0300,1.21257,1.21347,1.19939,1.1994,1.18E+11,1.9,4.5,0.42,-0.29,0.06,4223.7,15710.57031
17.06.2021 00:00:00.000 GMT+0300,1.1994,1.20062,1.18916,1.19059,1.38E+11,1.9,4.5,0.42,-0.29,0.1,4221.86,15727.66992
18.06.2021 00:00:00.000 GMT+0300,1.19057,1.19249,1.18472,1.18592,1.42E+11,1.9,4.5,0.42,-0.29,0.1,4166.45,15448.04004
19.06.2021 00:00:00.000 GMT+0300,1.18592,1.18592,1.18592,1.18592,0,1.9,4.5,0.42,-0.29,0.1,4166.45,15448.04004
20.06.2021 00:00:00.000 GMT+0300,1.18592,1.18592,1.18592,1.18592,0,1.9,4.5,0.42,-0.29,0.1,4166.45,15448.04004
21.06.2021 00:00:00.000 GMT+0300,1.18542,1.19213,1.18476,1.1917,1.15E+11,1.9,4.5,0.42,-0.29,0.1,4224.79,15603.24023
22.06.2021 00:00:00.000 GMT+0300,1.19167,1.19526,1.18808,1.19407,91056894470,1.9,4.5,0.42,-0.29,0.1,4246.44,15636.33008
23.06.2021 00:00:00.000 GMT+0300,1.19363,1.197,1.19113,1.19255,90192850647,1.9,4.5,0.42,-0.29,0.1,4241.84,15456.38965
24.06.2021 00:00:00.000 GMT+0300,1.19255,1.19562,1.19176,1.19316,80934144104,1.9,4.5,0.42,-0.29,0.1,4266.49,15589.23047
25.06.2021 00:00:00.000 GMT+0300,1.19312,1.19751,1.19261,1.19347,76449299133,1.9,4.5,0.42,-0.29,0.1,4280.7,15607.96973
26.06.2021 00:00:00.000 GMT+0300,1.19347,1.19347,1.19347,1.19347,0,1.9,4.5,0.42,-0.29,0.1,4280.7,15607.96973
27.06.2021 00:00:00.000 GMT+0300,1.19347,1.19347,1.19347,1.19347,0,1.9,4.5,0.42,-0.29,0.1,4280.7,15607.96973
28.06.2021 00:00:00.000 GMT+0300,1.19296,1.19444,1.19022,1.1923,81234639832,1.9,4.5,0.42,-0.29,0.1,4290.61,15554.17969
29.06.2021 00:00:00.000 GMT+0300,1.19209,1.19295,1.18775,1.18953,88112185120,1.9,4.5,0.42,-0.29,0.1,4291.8,15690.58984
30.06.2021 00:00:00.000 GMT+0300,1.18955,1.1909,1.1845,1.18558,99521565063,1.9,4.5,0.42,-0.29,0.08,4297.5,15531.04004
01.07.2021 00:00:00.000 GMT+0300,1.1856,1.18842,1.18373,1.18492,97887844482,2.2,4.3,0.28,-0.45,0.1,4061.865,15603.80957
02.07.2021 00:00:00.000 GMT+0300,1.18492,1.18741,1.1807,1.18622,96107664856,2.2,4.3,0.28,-0.45,0.1,4078.065,15650.08984
03.07.2021 00:00:00.000 GMT+0300,1.18622,1.18622,1.18622,1.18622,0,2.2,4.3,0.28,-0.45,0.1,3803.79,15650.08984
04.07.2021 00:00:00.000 GMT+0300,1.18622,1.18622,1.18622,1.18622,0,2.2,4.3,0.28,-0.45,0.1,4079.95,15650.08984
05.07.2021 00:00:00.000 GMT+0300,1.18598,1.18804,1.18513,1.1862,61653279419,2.2,4.3,0.28,-0.45,0.1,4292.47,15661.96973
06.07.2021 00:00:00.000 GMT+0300,1.1862,1.18951,1.18068,1.18234,97935815094,2.2,4.3,0.28,-0.45,0.1,4285.03,15511.37988
07.07.2021 00:00:00.000 GMT+0300,1.18231,1.18364,1.17815,1.179,97921779175,2.2,4.3,0.28,-0.45,0.1,4358.13,15692.70996
08.07.2021 00:00:00.000 GMT+0300,1.179,1.18678,1.17834,1.18441,1.37E+11,2.2,4.3,0.28,-0.45,0.1,4339.475,15420.63965
09.07.2021 00:00:00.000 GMT+0300,1.18441,1.1881,1.18249,1.1871,99638755005,2.2,4.3,0.28,-0.45,0.1,4444.79,15687.92969
10.07.2021 00:00:00.000 GMT+0300,1.1871,1.1871,1.1871,1.1871,0,2.2,4.3,0.28,-0.45,0.1,4399.76,15687.92969
11.07.2021 00:00:00.000 GMT+0300,1.1871,1.1871,1.1871,1.1871,0,2.2,4.3,0.28,-0.45,0.1,4399.76,15687.92969
12.07.2021 00:00:00.000 GMT+0300,1.18751,1.18802,1.1836,1.18596,78221869904,2.2,4.3,0.28,-0.45,0.1,4535.69,15790.50977
13.07.2021 00:00:00.000 GMT+0300,1.18594,1.18751,1.17721,1.17758,91330779968,2.2,4.3,0.28,-0.45,0.1,4369.21,15789.63965
14.07.2021 00:00:00.000 GMT+0300,1.17756,1.18387,1.17717,1.18355,80432293213,2.2,4.3,0.28,-0.45,0.1,4374.3,15788.98047
15.07.2021 00:00:00.000 GMT+0300,1.1835,1.18506,1.17962,1.18118,78810620544,2.2,4.3,0.28,-0.45,0.1,4360.03,15629.66016
16.07.2021 00:00:00.000 GMT+0300,1.18119,1.18221,1.17921,1.18047,75426954468,2.2,4.3,0.28,-0.45,0.1,4327.16,15540.30957
17.07.2021 00:00:00.000 GMT+0300,1.18047,1.18047,1.18047,1.18047,0,2.2,4.3,0.28,-0.45,0.1,4327.16,15540.30957
18.07.2021 00:00:00.000 GMT+0300,1.18047,1.18047,1.18047,1.18047,0,2.2,4.3,0.28,-0.45,0.1,4327.16,15540.30957
19.07.2021 00:00:00.000 GMT+0300,1.18054,1.18244,1.17636,1.17967,1.03E+11,2.2,4.3,0.28,-0.45,0.1,4258.49,15133.2002
20.07.2021 00:00:00.000 GMT+0300,1.17979,1.18024,1.17555,1.17801,1.05E+11,2.2,4.3,0.28,-0.45,0.1,4323.06,15216.26953
21.07.2021 00:00:00.000 GMT+0300,1.17776,1.18046,1.17518,1.17939,77664509094,2.2,4.3,0.28,-0.45,0.1,4358.69,15422.5
22.07.2021 00:00:00.000 GMT+0300,1.17892,1.18304,1.17572,1.17706,1.14E+11,2.2,4.3,0.28,-0.45,0.1,4367.48,15514.54004
23.07.2021 00:00:00.000 GMT+0300,1.17706,1.17865,1.17544,1.17683,70993026611,2.2,4.3,0.28,-0.45,0.1,4411.79,15669.29004
24.07.2021 00:00:00.000 GMT+0300,1.17683,1.17683,1.17683,1.17683,0,2.2,4.3,0.28,-0.45,0.1,4411.79,15669.29004
25.07.2021 00:00:00.000 GMT+0300,1.17683,1.17683,1.17683,1.17683,0,2.2,4.3,0.28,-0.45,0.1,4411.79,15669.29004
26.07.2021 00:00:00.000 GMT+0300,1.17681,1.18172,1.17632,1.18026,73500145020,2.2,4.3,0.28,-0.45,0.1,4422.3,15618.98047
27.07.2021 00:00:00.000 GMT+0300,1.18027,1.18409,1.17698,1.18165,70716747559,2.2,4.3,0.28,-0.45,0.1,4401.46,15519.12988
28.07.2021 00:00:00.000 GMT+0300,1.1816,1.18494,1.17721,1.18432,94418274261,2.2,4.3,0.28,-0.45,0.1,4400.64,15570.36035
29.07.2021 00:00:00.000 GMT+0300,1.18432,1.18927,1.18406,1.1886,66404050110,2.2,4.3,0.28,-0.45,0.1,4419.15,15640.46973
30.07.2021 00:00:00.000 GMT+0300,1.18859,1.19085,1.18515,1.18667,80763480713,2.2,4.3,0.28,-0.45,0.07,4395.26,15544.38965
31.07.2021 00:00:00.000 GMT+0300,1.18667,1.18667,1.18667,1.18667,0,2.2,4.3,0.28,-0.45,0.07,4395.26,15544.38965
01.08.2021 00:00:00.000 GMT+0300,1.18667,1.18667,1.18667,1.18667,0,3,4,0.19,-0.54,0.07,3824.68,15544.38965
02.08.2021 00:00:00.000 GMT+0300,1.18641,1.18968,1.18587,1.18675,65193022476,3,4,0.19,-0.54,0.1,4151.375,15568.73047
03.08.2021 00:00:00.000 GMT+0300,1.18671,1.18932,1.18535,1.18632,61158165161,3,4,0.19,-0.54,0.1,4122.25,15555.08008
04.08.2021 00:00:00.000 GMT+0300,1.18632,1.18996,1.18326,1.18364,59572909241,3,4,0.19,-0.54,0.1,4249.915,15692.12988
